task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
195	e3/2b2c2c	284943	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (SRR13500958.consensus.fa)	COMPLETED	0	2024-06-02 21:20:07.903	7.7s	6s	121.5%	400.6 MB	2.5 GB	23 MB	2.6 MB
196	19/9ea8fc	285522	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (ERR5405022.consensus.fa)	COMPLETED	0	2024-06-02 21:20:15.620	7.6s	7s	121.7%	388.8 MB	2.5 GB	23 MB	2.6 MB
197	1a/8ada04	286090	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (ERR5556343.consensus.fa)	COMPLETED	0	2024-06-02 21:20:23.252	7.7s	6s	124.9%	399.9 MB	2.5 GB	23 MB	2.6 MB
198	ca/abf437	286666	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (ERR5181310.consensus.fa)	COMPLETED	0	2024-06-02 21:20:30.934	7.7s	6s	120.6%	385.6 MB	2.5 GB	23 MB	2.6 MB
176	b7/d1363f	287248	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (ERR5743893)	COMPLETED	0	2024-06-02 21:28:41.128	47.8s	47s	146.1%	883.9 MB	7.7 GB	367.4 MB	26.6 MB
178	37/b88ae2	288954	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (ERR5556343)	COMPLETED	0	2024-06-02 21:29:28.910	1m 9s	1m 9s	136.0%	1.3 GB	8.1 GB	737.3 MB	37.8 MB
169	5b/fdd891	291066	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (ERR5405022)	COMPLETED	0	2024-06-02 21:30:38.364	1m 1s	1m	143.5%	867.9 MB	8.2 GB	740.9 MB	44.4 MB
177	e3/5b3cfe	293037	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (ERR5181310)	COMPLETED	0	2024-06-02 21:31:38.903	3m 22s	3m 22s	123.8%	1.5 GB	8.4 GB	2.9 GB	230.6 MB
175	76/330ee3	297281	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SRR13500958)	COMPLETED	0	2024-06-02 21:35:01.154	33.2s	33s	168.7%	692.8 MB	7.9 GB	336.4 MB	24.7 MB
147	a7/de857a	298820	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (SRR13500958)	COMPLETED	0	2024-06-02 21:35:34.366	1.7s	1s	146.4%	23.1 MB	55 MB	17 MB	19.4 KB
151	a1/cb1cd3	299315	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (ERR5405022)	COMPLETED	0	2024-06-02 21:35:36.078	1.8s	1s	152.1%	24.6 MB	55 MB	17 MB	34.5 KB
152	e5/2c23e2	299790	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (ERR5181310)	COMPLETED	0	2024-06-02 21:35:37.838	1.7s	1s	154.2%	24.5 MB	55 MB	17 MB	36.8 KB
144	42/396a79	300264	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (ERR5743893)	COMPLETED	0	2024-06-02 21:35:39.500	1.6s	1s	151.5%	64.6 MB	3.8 GB	17 MB	29.3 KB
148	81/e07901	300765	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (ERR5556343)	COMPLETED	0	2024-06-02 21:35:41.109	1.6s	1s	148.0%	24.7 MB	55 MB	17 MB	33.5 KB
199	2f/643d96	301244	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:QUAST	COMPLETED	0	2024-06-02 21:35:42.739	10.3s	9.9s	204.0%	199.3 MB	4.6 GB	188 MB	8.2 MB
200	d6/543d5d	302365	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:MAKE_VARIANTS_LONG_TABLE	COMPLETED	0	2024-06-02 21:44:56.676	4.3s	4s	128.8%	88.1 MB	2.1 GB	23.4 MB	17.2 KB
201	8f/b11c15	302794	NFCORE_VIRALRECON:ILLUMINA:CUSTOM_DUMPSOFTWAREVERSIONS (1)	COMPLETED	0	2024-06-02 21:48:15.090	703ms	286ms	81.8%	3 MB	9.6 MB	1010.8 KB	9.2 KB
202	f5/44f113	302947	NFCORE_VIRALRECON:ILLUMINA:MULTIQC (1)	COMPLETED	0	2024-06-02 21:48:15.848	25.2s	24.7s	113.1%	150.8 MB	2.3 GB	105.6 MB	37.3 MB
